Pharmacy Name,النوع,Location,Detailed_Location ,Phone
صيدلية يسوع ومريم PHARMACY JESUS&MARY,الصيدليات,المتن,مارشعيا والمزكة -الشارع العام عقار 448/القسم 43 ملك جيسيكا وهبه,04/862576
صيدلية يـامن,الصيدليات,عاليه,عرمون حي الرويسات الشارع العام عقار 2250 ملك رفيق سليم دقدوق,05/411990
صيدلية يونان pharmacie younan,الصيدليات,المتن,منطقة انطلياس العقارية -كامل القسمين رقم 8 ورقم 9 من العقار رقم 6 منطقة انطلياس العقارية -ملك اتيانا هاشم وايلي هاشم,NA
صيدلية يونس,الصيدليات,الشوف,برجا حي عين الصغير طريق عام برجا البرجين عقار رقم 180 ملك محمود محمد سيف الدين,07/921477
صيدلية يونس - Younes pharm,الصيدليات,كسروان,جونيه حي فينيسيا غادير شارع فينيسيا اوتوستراد طرابلس بيروت عقار 904 ملك ماريو وجورج اسطفان يونس,09/914449
صيدلية يونيكير Unicare Pharm,الصيدليات,المتن,منطقة الفنار العقارية رقم العقار 1341 القسمين رقم 9 و 10 ملك لويس شكيب كرباج,01/696489
صيدلية-مار-نيكولا PHARM ST-NICOLAS,الصيدليات,المتن,بياقوت حي الام الحزينة الشارع العام عقار رقم 244 B1/4 ملك جبرايل جرماني,01/902628
صيدليةFALA PHARMACIE,الصيدليات,بيروت,بيروت الشارع العام عقار رقم 4045/ المصيطبة قسم 936 D و 948 D ملك حليم الاحمديه وكريم حمد الاحمديه,01/844221
صيدليةالسيدة PHARMACIE ASSAYDEH,الصيدليات,عاليه,بسوس حي الضيعة -الشارع العام -عقار رقم 97 -ملك الياس عبده فغالي وماري الزيناتي,05/940666
صيدليةايليان Pharmacie Eliane,الصيدليات,المتن,الزلقا العقارية عقار529-القسم رقم 7-ملك جوسلين سليمان صليبا,01/898654
صيدليةجوانا PHARMACIE JOANNA,الصيدليات,المتن,منطقة الجديدة العقارية -عقار رقم 307 القسم 3-ملك بشير سليم جاد الله,NA
صيدليةجيسّي Pharmacie Jessy,الصيدليات,الكورة,منطقة اميون العقارية -عقار رقم 423 -الجهة الشمالية -ملك جرجورة الشماس,NA
صيدليةميريان Pharmacy Mirian,الصيدليات,بعلبك,شليفا -الطريق العام -الشارع العام -عقار رقم 225 ملك وجيه يونس,NA
صيلي,الصيدليات,المتن,الجديدة-نيو جديدة ملكه عقار 1100 قسمين 2 و 16,01/889300-01/872757
صيلية فاميلي,الصيدليات,الشوف,شحيم العقارية -عقار رقم 199-المحلين 8و9 ملك محمد درويش احمد,NA
صيلية ماري-لو,الصيدليات,عاليه,الشويفات -حي الامراء -شارع التيرو -عقار 806 القسم 8 بلوك A ملك محمد صالح,05/437651
ضياء,الصيدليات,بعبدا,الحدث-الجاموس ملك ياسين عقار 3961,03/663567
طارق,الصيدليات,الهرمل,حي المعالي الشارع الرئيسي - عقار رقم 692 ملك حسين حسن مرتضى,08/201405
طارق,الصيدليات,بعبدا,حارة حريك-الرويس-ملك حسن حاج-علي عقار2460 قسم 5,01/271958
طبال,الصيدليات,المتن,الدكوانة رقم 75 ملك نقولا عازار عقار 577 قسم 8,01/684364
طبرجا,الصيدليات,كسروان,طبرجا عقار 110 القسم 13 المنطقة العقارية وطى سلام الشارع العام ملك فاديا كابي عرموني وريتا اميل شمعة,09/850380
طراد,الصيدليات,كسروان,صربا-دير المخلص-سنتر حكيم ملك عبد النور باخوص عقار 1704 قسم 9,09/636581
طراد,الصيدليات,زحلة,زحلة - المنطقة العقارية معلقة اراضي - حي معلقة اراضي -طريق عام الفرزل -عقار رقم 2034/A -ملك محمد مصطفى بدرا,08/802670
طرباه,الصيدليات,بيروت,المزرعة-زريق ملك طرباه رقم العقار 4826 قسم 7,NA
طعمة,الصيدليات,المتن,الزلقا-الجوهرجي-مفرق بياقوت-هاروبيان عقار 862 قسم 7,01/890606
طويلة,الصيدليات,جبيل,جبيل-المصفاة-ملك ابراهيم طويلة عقار 311 قسم 5 -6,09/942483
عائدة بدورة,الصيدليات,كسروان,جونية-حارة صخر ملك عائدة ابو شرفان عقار 18/1418,09/930237
عارف,الصيدليات,زحلة,تربل -حي حاكورة الجدار -شارع مارتقلا -عقار رقم 1150 -ملك سامي عارف الرامي,08/955998
عازار,الصيدليات,المتن,الدكوانة-البلدة-سنتر نهرا ملك ريممون عازار عقار 515 قسم 13,01/682926
عازوري,الصيدليات,بيروت,الاشرفية-الصناعة-الرميل-جوزف شهوان رقم العقار 871,01/560431
عاليه,الصيدليات,عاليه,عاليه-بشارة الخوري-البلاكين ملك غسان علامة عقار 587,05/558008
عامر,الصيدليات,الهرمل,الهرمل-حي سوق الضيعة عقار رقم 966 ملك وفيق أسعد محفوظ,08/201409
عامر,الصيدليات,بعبدا,برج البراحنة-شارع عثمان ملك عز الدين عقار 1011,01/471015-01/471013
عايده,الصيدليات,الشوف,الدبية حي عقلين -الشارع العام عقار رقم 321 ملك احمد زعرور وهيثم زعرور,07/985662
عبد المسيح,الصيدليات,المتن,ديك المحدي-ملك سمير بطرس عقار 959 بلوك 6,04/917770
عبد عليي,الصيدليات,بعبدا,برج البراجنة-الشيخ ابراهيم-تحويطة الغدير ملك حسن وحمزة السبع عقار 126,01/457373
عبدالله,الصيدليات,بعلبك,دروس بعلبك حي السكة الشارع الرئيسي عقار 1494 ملك حسين علي صلح,08/377011
عبدو,الصيدليات,المنية الضنية,الضنية البداوي حي الجبل ملك زوكاء غمراوي وعبدالرحمن غمراوي وبهية غمراوي عقار 1210,03/516038-06/382188
عبيد,الصيدليات,كسروان,الصفرا ملك جاك درغام وماركو فهد عقار 1683,03/637171
عبير,الصيدليات,الشوف,كفرحيم الشوف- المحل الاوسط الكائن في العقار 836-منطقة كفرحيم العقارية-ملك مازن أبوخزام,NA
عتريسي,الصيدليات,بيروت,بيروت حي الظريف زاروب العيتاني ملك الجندي رقم العقار 8/1952,01/737774
عتيق,الصيدليات,بيروت,الاشرفية-مارمتر ملك صباغة,01/323225
عرابي,الصيدليات,الشوف,كترمايا الشارع العام ملك محمد حسين سيد احمد وسوسن سليم سليم عقار 1572 المحل الاول من جهة الشرق,07/972168
عراجي,الصيدليات,زحلة,شتورا-حي الساحة طريق الشام ملك اولاد احمد اللقيس عقار 541,08/802670
عرمون,الصيدليات,عاليه,عرمون-الطريق العام ملك شفيق الحلبي عقار 1694,05/410678
عزام,الصيدليات,المتن,سن الفيل-مار الياس ملكها عقار 1939,01/489537-01/492276
عزام,الصيدليات,البقاع الغربي,خربة قنافار حي الجويشية بملكه عقار 3739,08/645145
عشتار,الصيدليات,عاليه,بشامون-الشارع العام حي الينار ملك راغد رامز جابر عقار 9 - 1376-,03/246476
عطا الله,الصيدليات,زحلة,زحلة حي المعلقة حوش الزراعنة شارع الساحة ملك حاتم وفادي جورج حاتم عقار 118 حوش الزراعنة,08/807272
عطيه,الصيدليات,الكورة,كفرصارون حي حقلة الناعورة ملكه عقار 450 قسم 6و7,06/952500
عـايده,الصيدليات,بعبدا,الشياح جادة الرئيس حافظ الاسد ملك فاروق عبدو محفوظ عقار 6829 القسم 11 B,01/852626
عقل,الصيدليات,المتن,بقنايا ملك جبران عطية عقار 47 بلوك C القسم 7,04/717193
عقيص,الصيدليات,زحلة,زحلة ملك داني عقيص عقار 109 قسم 1,03/298323
عقيقي,الصيدليات,جبيل,جبيل-طريق عنايا-مار جرجس ملك هنيبعل زين-الدين عقار 399,09/546930
عكاوي,الصيدليات,المتن,سن الفيل-مستديرة الحايك-سنتر جدكو 2 عقار 952 قسم 9,01/485080
علا زكريا,الصيدليات,بيروت,بيروت-الاوزاعي-المزرعة ملك خليفة والربعه رقم العقار 3171,01/661317-01/661407
علام,الصيدليات,بعبدا,الحدث-مستشفى سانت تريز-طريق صيدا القديمة-بملكها وملك ماجد محمد ديب علام عقار 2916 بللوك C القسم 5 و 4,05/465340
علما-الراعي,الصيدليات,كسروان,جونية-الاسطفان ساحل علا ملكها عقار 5/693,09/636364
علماوي,الصيدليات,بيروت,بيروت-عبدالغني العريسي-برج ابي حيدر علماوي رقم العقار 3380,01/305901
علوان,الصيدليات,عاليه,عاليه-الشاوي ملك جميل وناجي تمراز عقار 254,05/559360
علوية,الصيدليات,بعبدا,المريجة-ملك محمد وعلي داود عقار 2545,01/472357
علي وهبي,الصيدليات,بعلبك,بعلبك حي الشراونة شارع تل الابيض ملك فريد علي زعيتر عقار 6137,08/372460
عماد,الصيدليات,الشوف,شحيم-الشارع العام- السهله ملك شادية الحجار رقم العقار 5164,03/774938
عماد,الصيدليات,زحلة,بر الياس طريق بيروت الشام ملك سلوم عقار 260,08/511432
عماد,الصيدليات,بعبدا,برج البراجنة-ابو طالب-الرمل ملك محمد الموسوي عقار 1753,01/453390
عماد,الصيدليات,عاليه,منطقة عاليه العقارية رقم العقار 370 القسم رقم 4 ملك كريم ريد حاطوم,05/557853
عمر,الصيدليات,البقاع الغربي,غزه حي فوق البير الشارع الرئيسي ملك محمد سليمان عبد الهادي عقار 40,NA
عناية فارم Inaya Pharm,الصيدليات,عاليه,الشويفات -القبة -حي القبه -شارع شبعا /الدوحه -عقار رقم 7/1578 -القبة ملك محي الدين محمد بعيون,70/583598
عنيسي,الصيدليات,جبيل,بلاط-الشارع الرئيسي ملك بادرو ضو عقار 5 قسم 4,09/540973
عودة,الصيدليات,كسروان,غزير-اوتوستراد الممعاملتين سنتر دمعه ملك عودة عقار 251 قسم 9,09/851387
عودة,الصيدليات,بعلبك,عرسال حي وادي الحصن عقار 2226 ملك علي الفليطي,NA
عوكر,الصيدليات,المتن,عوكر-طريق الشانفيل ملك واكد عقار 184,04/544570
عون,الصيدليات,المتن,سن الفيل-الطريق العام مستديرة الحايك عون عقار 148,01/480382
عون,الصيدليات,كسروان,بقاق الدين-الاوتوستراد بملكها عقار 6/95,09/446568
عويضة,الصيدليات,المتن,الجديدة-الحكمة-بنبوك طا 1 عقار 518,01/874879
عياد الطبيه,الصيدليات,البقاع الغربي,الصويري -حي السلم -طريق عام المصنع -راشيا عقار رقم459 ملك محمد عاصي شومان,08/622311
عيتاني,الصيدليات,بيروت,المزرعة-كورنيش المزرعة ملك السعيد وسلطاني,01/651535
عين الدلبة,الصيدليات,بعبدا,برج البراجنة-عين الدلبه-الرمل العالي ملك اميرة همدر عقار 1252,01/451404
عين الرمانة,الصيدليات,بعبدا,عين الرمانة-وديع نعيم ملك عيسى عقار 998,01/286700-01/285200
عين المريسة,الصيدليات,بيروت,بيروت حي عين المريسة شارع محطة الديك عقار 230 المحل رقم D ملك ورثة حمود الفهد الجبر الرشيد والعنود المحيسن الجبر,01/356999-01/362195
عينطورة,الصيدليات,كسروان,عينطورة الشارع العام بملكها عقار 13/135 بلوك ب,NA
غ.البستاني,الصيدليات,كسروان,جونيه-مستشفى باستور-حارة صخر مللك محمود البستان عقار 1321 قسم 6,09/640204
غادة,الصيدليات,الهرمل,الهرمل -حي المعالي -المنطقة العقارية الهرمل -شارع التل -عقار رقم 735 -ملك وسام عبد الكريم حميدان,03/862564
غادة,الصيدليات,بعبدا,الليلكي شارع الكنائس عقار 413 القسم 4 بلوك D ملك انصاف عبد الحسين عطوي,03/806538
غادير,الصيدليات,كسروان,غادير-جسر الخروبة-ملك بطرس كامل عقار 613 قسم 8,09/936448
غاردن,الصيدليات,بيروت,المزرعة-بربور الكيلاني رقم العقار 471,01/313711
غاردينيا,الصيدليات,الشوف,الدامور الشارع العام ملك يوسف عساف رزق عقار 1071,NA
غاليان,الصيدليات,جبيل,جبيل-سيدة مارتين-ملك نجا ابوتوما عقار 2474,09/946277
غريس,الصيدليات,المتن,الدكوانة-السلاف ملك يوسف الشدياق عقار 477 قسم 2,03/599564
غرين كروس,الصيدليات,كسروان,صربا نادي الطباط اوتستراد جونيه بيروت ملك ميشال يوسف كساب عقار 198 صربا,09/644789
غزه,الصيدليات,البقاع الغربي,غزه الشارع العام ملك ناصر رجب عقار 793,08/641419
غسان,الصيدليات,بعلبك,بعلبك-ملك زكي الخرفان عقار 2875,08/370320
غسان المصطفى,الصيدليات,بعلبك,بعلبك قبة دروس مدخل بعلبك الجنوبي ملك الحاج ميني عقار 5107,03/126202 08/370750
غسطين,الصيدليات,المتن,الزلقا-طرابلس القديم عمارة شلهوب - ملك يوسف واميل غسطين عقار 34,01/893165
غطمي,الصيدليات,البقاع الغربي,المرج ملك رأفت غطميي عقار 667,08/510209
غناجة,الصيدليات,بيروت,الاشرفية-الفرد نقاش ملك الياس ايوب رقم العقار 1732,01/203861-01/203518
غيث,الصيدليات,بعبدا,الشياح-عبدالكريم الخليل ملك غيث عقار 1175,01/384737
غيداء,الصيدليات,بعلبك,العين الشارع العام ملك علي حسن ضاهر عقار 397,08/325580
ف.شرف الدين,الصيدليات,بعبدا,حارة حريك-المصطفى-الغاردن بالاس ملك شرف الدين عقار 360,01/540543
فؤاد,الصيدليات,بيروت,رأس بيروت ملك آل شاتيلا عقار 3423,01/791979-01/808586
فاتن,الصيدليات,الكورة,بتوراتيج-الطريق العام ملك رافت والحسن عقار 757,03/362705
فادي,الصيدليات,الشوف,مزبود ملك توفيق يونس رقم العقار 198,07/971967
فادي,الصيدليات,بعلبك,بدنايل-الطريق العام زحلة/بعلبك-المصنع ملك الحاج سليمان عقار 1684,08/910055
فادي,الصيدليات,عاليه,الشويفات حي السلم والعمروسية شارع العمروسية عقار 1525 ملك خليل عنيسي,05/484228
فارم 2000,الصيدليات,زغرتا,زغرتا-العقبة يوسف نعه عقار 294,06/660162 06/660161
فارم امل PHARM AMAL,الصيدليات,عاليه,منطقة القبة العقارية -عقار رقم 2787 -ملك ذيب ملحم نوفل,05/807993
فارما أوليفيا PHARMA OLIVIA,الصيدليات,بعلبك,دروس --عقار رقم 1587 الجهة الجنوبية - ملك طلال اللقيس,NA
فارما اسماعيل Pharma Ismail,الصيدليات,بعبدا,برج البراجنة -شارع مدرسة الشروق عقار رقم 1104القسمين 6و7 بلوكA ملك عدنان علي عواد,01/478373
فارما بلاس PHARMAPLUS,الصيدليات,جبيل,منطقة البريج العقارية -عقار 547 -القسم A4 -ملك ايلي صفير,NA
فارما دينا PHARMADINA,الصيدليات,بعبدا,وادي شحرور السفلى -حي الشختور -شارع البساتين عقار رقم 675/القسم 7و8,05/943711
فارما رولا Pharma Roula,الصيدليات,بعبدا,الحدث حي حارة البطم شارع مار يوسف عقار رقم 6/1319 B ملك وديع جرجس رحال,05/470890
فارما سي PHARMA C,الصيدليات,كسروان,منطقة بلونة العقارية -عقار رقم 1359 القسم 25 ملك ورثة نوبار وارطان وارطانيان وبملكها,09/237348
فارما غرين PHARMA GREEN,الصيدليات,بعلبك,منطقة دورس العقارية -عقار 481 -محل في الجهة الشرقية من العقار ملك حسين حمود,NA
فارما فاطمة,الصيدليات,بعبدا,برج البراجنة طريق المطار -الكوكودي خلف مجمع الأغادير عقار 1266 ملك محمد المولى,01/450421
فارما فيتا - PHARMAVITA,الصيدليات,المتن,عين سعاده حي تلال عين سعاده ملك داني طانيوس ابو عيد عقار 4/2718 A,01/878739
فارما كور Pharmacure,الصيدليات,عاليه,الشويفات حي العمروسية طريق صيدا القديمة ملك سعيد الجردي عقار 2191 /7 و 8,05/434503
فارما كير PHARMA CARE,الصيدليات,زحلة,النبي ايلا الشارع العام -عقار رقم 748 -ملك احمد محمد الدلباني وحسين عبدالحسن جمعة,08/900708
فارما ليا PHARMA LEA,الصيدليات,الكورة,منطقة بتوراتيج العقارية -عقار رقم 533 المقسم رقم 6 -ملك فؤاد نور الدين الحسن,06/418055
فارما هوم Pharma Home-اقفال مؤقت(5/3/2013),الصيدليات,بيروت,بيروت -حي مستديرة الكولا شارع المزرعة -عقار رقم 6081- القسم 6و7و8-ملك محي الدين وعدنان المجذوب,NA
فارمابري,الصيدليات,بيروت,بيروت شوران ملك شركة الدبس العقارية رقم العقار 1216,01/804848-01/804747
فارمابيروت,الصيدليات,بيروت,حي زقاق البلاط -شارع يوسف الاسير عقار رقم 9/405 ملك عامر محمد ديب صقر,01/369141
فارمابيور Pharma Pure,الصيدليات,جبيل,منطقة عمشيت العقارية -عقار 897 القسم 5 ملك خليل القصيفي,09/624678
فارماتيك,الصيدليات,المتن,برج حمود حي ملعب برج حمود اوتوستراد سن الفيل - جديدة ملك خليل سكر عقار 4933 قسم 9,NA
فارماج Pharma g,الصيدليات,كسروان,منطقة حارة صخر العقارية -سنتر ماليبو -عقار رقم 561 القسم 11 ملك فرنسبنك,09/835450
فارمارينا,الصيدليات,بعبدا,بعبدا حي بطاي الارع العام الداخلي عقار رقم 538 قسم 8 و 9 ملك دير مار انطونيوس,05/921528
فارماستار pharma star,الصيدليات,بعبدا,الحدث حي الامريكان عقار 1737 قسم 6 بلوك A ملك عبد الكريم علي عبود,05/460616
فارماسي كريستل PHARMACIE CHRISTELLE,الصيدليات,كسروان,زوق مصبح حي ادونيس- شارع الوادي عقار 975 ملك وديع سعيد ونجيب الشحاف,09/225694
فارماسي ديب Pharm Dib,الصيدليات,بعبدا,وادي شحرور العليا الحي طريق حومال الشارع العام عقار رقم 1009 ملك يوسف مخول الفغالي,05/943844
فارماسي سويس Phamacie . SUISSE,الصيدليات,بعبدا,بعبدا شارع مارتقلا ملكها عقار 2539 المقسم 16,05/451010
فارماسي كليمنصو,الصيدليات,بيروت,بيروت حي عين المريسة شارع فينيقيا عقار رقم 1155/ميناء الحصن رقم القسم 10 ملك المعبي,01/368636
فارماسيتي,الصيدليات,بيروت,بيروت منطقة راس النبع شارع بشارة الخوري ملك محمد خالد محي الدين البنا-فاطمه محمد شفيق العشي-ايهاب محي الدين البنا-اسامه محي البنا عقار 1131 القسم 7 ارضي,01/666765
فارماسيتي PHARMACITY,الصيدليات,المتن,جل الديب العقارية عقار رقم 178 القسم 10و11 بملكه,04/721102
فارماضيا,الصيدليات,بعبدا,الحدث العقارية عقار رقم 3384 ملك جان يوسف مطر,05/465888
فارمافي Pharmavie,الصيدليات,المتن,انطلياس حي برج الحمام شارع النقاش ملك ادوار نعيم بو جوده عقار 1490,04/524322
فارماكار,الصيدليات,جبيل,جبيل- حي مار جرجس عقار رقم 1835 /جبيل -منطقة جبيل العقارية -حي مار جرجس -طريق مار شربل -القسم -10 ملك سلفانا الزغبي,09/546169
فارماكون PHARMAKON,الصيدليات,الشوف,الدامور الشارع العام عقار رقم 234/الدامور ملك إيلي وعبدالله الحايك,05/603088
فارماكير- Pharmacare,الصيدليات,المتن,سن الفيل-شارع الغزال ملك ابو فخر عقار 1630 قسم 6,01/491139
فارماكيرPHARMACARE,الصيدليات,المتن,منطقة البوشرية العقارية -عقار 924 القسم 7 ملك ريتا خليل,NA
فارمالايف Pharma LIFE,الصيدليات,الكورة,منطقة برسا القعارية رقم العقار 59 المقسمين 7 و 8 ملك جاكلين عقل جريج,06/415015
فارمالونا,الصيدليات,بعبدا,الحدث شارع كاليري سمعان ملك دير مار انطونيوس عقار 50 القسم B الحدث,05/951474
فارمالين,الصيدليات,راشيا,راشيا حي بئر زاكي الشارع العام رقم العقار 5975 ملك اسعد رشراش حاطوم,08/590771-03/021771
فارماميا,الصيدليات,بعبدا,الحدث - عقار 3708 الاقسام 4و5و6و7 بلوك B من منطقةالحدث العقارية بملكه,01/270375
فارماميلا PHARMAMILA,الصيدليات,بعلبك,طاريا- الشارع العام عقار رقم 657 ملك حسن اسماعيل سماحة,NA
فارمسيم PHARMASIM,الصيدليات,بعبدا,منطقة فرن الشباك العقارية -عقار رقم 843 القسم 8-بملكه,01/281583
فاريـا,الصيدليات,كسروان,فاريا عقار رقم 37 ملك روجيه قيصر خليل,09/321177
فاضل,الصيدليات,كسروان,جونية-الشير\مدخل المرفأ-ملك ميشال البيروتي عقار 807,09/830787
فاضل,الصيدليات,عاليه,الشويفات حي العمروسية شارع المصطفى ملك ناصر العرب عقار 1665,05/481483
فاطمـه,الصيدليات,بعبدا,الشياح حي الشياح شارع الحجاج عقار 1220 القسم 8 و 9 و10 ملك الناصر علي العموري,01/274940
فاطمه,الصيدليات,بعلبك,حوش الرافقة حي الساروط الطريق العام ملك غازي زيتون عقار 484,3029030
فاميلي,الصيدليات,بعبدا,الحدث شارع بولفار شمعون ملك ابو طعام عقار 58,05/464366
فخر الدين,الصيدليات,الشوف,حارة الناعمة-الشارع العام ملك نبيل مزهر رقم العقار 603,05/601029
فراس,الصيدليات,بعبدا,حارة حريك- الشارع العام ملك فادي فرحات عقار 2015,01/554662
فرام,الصيدليات,كسروان,حراجل-الشارع الرئيسي ملك طانيوس اسطفان عقار 419,09/322121
فرح,الصيدليات,بيروت,راس بيروت-جادة تقي الدين الصلح حي قريطم ملك محمد عباس مرعي رقم العقار 1067 القسم 27,NA
فرح,الصيدليات,بعبدا,برج البراجنة-جامع العرب-بناية حرب عقار 2805,01/471267
فرح قبلان,الصيدليات,بعبدا,الشياح -عقار رقم 6929 -ملك جمعيةمؤسسات المفتي قبلان الاجتماعية,01/843353
فرحات,الصيدليات,بعبدا,برج البراجنة-الرويس-ملك ميرفيت كزما عقار 1477 قسم 4,01/478866
فرماشيا أونو FARMACIA UNO,الصيدليات,كسروان,منطقة غزير العقارية -عقار رقم 3654-القسم 11- بملكه,09/851251
فرمكو PHARMACO,الصيدليات,المتن,سن الفيل العقارية -عقار رقم 214 القسم 12 -بملكها,01/493564
فرن الشباك الجديدة New Pharm,الصيدليات,بعبدا,فرن الشباك رقم العقار 680 ملك شعيا,01/291152-01/291151
فريدة,الصيدليات,المتن,الجديدة-مار انطونيوس ملك الدكتور فؤاد الخوري عقار 1484 - قسم 6,01/874042
فضول,الصيدليات,بعبدا,حمانا-التمثال ملك الياس فضول عقار 1373,05/532047
فلاما فارم FLAMA pharm,الصيدليات,عاليه,بعورته العقارية -عقار رقم 1924 القسم 5 بملكها,03/907764
فوآد الغريب,الصيدليات,عاليه,بشامون ملك النائب وليد بك جنبلاط عقار 506 و 442,05/271500
فياجنرال,الصيدليات,بعبدا,عين الرمانة-الجنرال شهاب ملك الشحروري عقار 3643 القسم رقم 5 و القسم رقم 6,01/289660
فيتال,الصيدليات,المتن,,04/711828
فيتال,الصيدليات,بيروت,بيروت-غورو-الجميزة ملك عبدو ونسه رقم العقار 2170,01/446043
فيكتوريا,الصيدليات,عاليه,الشويفات-القبة ملك كامل موسى عقار 11/2369,05/810807
فيليب اندراوس,الصيدليات,المتن,جل الديب-الشارع العالي بملكه عقار 714 القسمين 8 و 9,01/242624
قاروط,الصيدليات,بيروت,بيروت شارع غفيف الطيبي ملك بكداشي عقار 7/7875,01/306099
قازان,الصيدليات,عاليه,العمروسية-الزهراء-السلم ملك الهام السبلاني عقار 1452,05/481146
قاسم,الصيدليات,بعبدا,حارة حريك-المصري ملك محمد حسن ابراهيم علي عقار 2/1357,01/277796
قب الياس,الصيدليات,زحلة,قب الياس العقارية حي السوق الطريق العام عقار 2023 ملك ابراهيم ملحم ليون و كميل و سامر سامي ليّون,08/501997
قبطي,الصيدليات,المتن,البوشرية-نيو حنكش البوشرية -سامر غريب عقار 3498 قسم 14,01/485523
قبيسي,الصيدليات,بعبدا,الشياح اوتوستراد المطار قرب اذاعة البشائر بناية دار الهناء ملك عباس فحص عقار 6868 القسم 8,01/824420
قبيع,الصيدليات,بعبدا,قبيع-كعب الشحار ملك رفيق بوفخرالدين عقار 412,05/370366
قدورة,الصيدليات,بيروت,"الحمراء-المعماري التحتاني-جفينور بلوك / ب رقم العقار 110،3431،3432",01/740106-01/739593-4
قشوع,الصيدليات,المتن,سن الفيل-الكاردينال صايغ ملك رزوق وعطالله رزوق عقار 2044,01/240915
قصب,الصيدليات,الشوف,وادي الزينة-كمال جنبلاط ملك احمد قدورة رقم العقار 3/355,07/971487
قصير,الصيدليات,بعبدا,برج البراجنة-عين الدلبة ملك زين الدين عقار 2353,01/450401-01/450402
قطريب,الصيدليات,الكورة,راس مسقا ضهر العين ملك نزار قطريب عقار 2504 قسم 6,06/415543
قلقاس,الصيدليات,بعبدا,الغبيري الشياح-العريس ملك ساري طاهر وشركاه عقار 6500 /7ب,01/555983
قويدر,الصيدليات,المنية الضنية,المنية-الشارع العام الاوتستراد ملك اديب البيطار عقار 925,06/461992
كاراكاس,الصيدليات,بيروت,بيروت حي راس بيروت شارع الكويت ملك سميرة حسين عطريس عقار 29/670 راس بيروت,01/747449
كارلا,الصيدليات,المتن,المنصورية عقار 19/2862 ملك كارلا لطفي طرابلسي,04/533886
كارمن,الصيدليات,زغرتا,مزيارة-حي الضهر -شارع طوني بك فرنجية-عقار4/4964-ملك فليب حنا الخوري والقسم 5 ملك الياس التكتوك,06/571181
كارول,الصيدليات,المتن,برج حمود-الشارع الجديد مقطع السكة/النبعة ملك محمد علي جمعة عقار 4626/8,04/542415
كامد اللوز,الصيدليات,البقاع الغربي,كامد اللوز الشارع العام ملك احمد طه عقار 1458,08/660592
كامل,الصيدليات,كسروان,ذوق مصبح العقارية -عقار 1093 القسم 4 بملكها,71/656402 09/221132
كته,الصيدليات,بيروت,بيروت-شارع الصيداني-الحمراء-بناية الشمس ملكه رقم العقار 358,01/342355-01/347355
كرامه,الصيدليات,الشوف,عين زحلتا-الشارع الرئيسي-الساحة التحتا ملك وائل كرامه رقم العقار 651,05/230290
كرم,الصيدليات,كسروان,بلونة-الحديقة العامة ملك دمشقية عقار 671,09/237826
كرم,الصيدليات,بيروت,الاشرفية-السوديكو ملك كارول كرم رقم العقار 1214 رقم 3,01/216570-01/216569
كرم الزيتون,الصيدليات,بيروت,الاشرفية-الغابي-كرم الزيتون ملك زكريا رقم العقار 2958,01/322023-01/338170
كريستا ماريا,الصيدليات,جبيل,جبيل حي السلسال الشمالي -الاوتوستراد الدولي عقار 2547 ملك ياسين العلم,09/945677
كريم,الصيدليات,بعبدا,الشياح-مارون مارون - ملك الياس صعب عقار 1997,01/385578
كزما,الصيدليات,بعبدا,الليلكي-اللاتوستراد ملك محمد وحسن النابلسي عقار 103,01/465366
كسروان,الصيدليات,كسروان,ذوق مكايل مفرق الذوق ملك عازار اخوان لا يوجد رقم عقار,09/215199
كسرواني,الصيدليات,كسروان,كفرحباب-الطريق العام ملك ايلي ضوميط الحداد عقار 3174,09/852816
كسليك - Pharm Kaslik,الصيدليات,كسروان,صربا-الكسليك-ملك خليل جرجس مرهج عقار 629 القسم 8,09/640014
كعدي,الصيدليات,المتن,الضبية-الشارع العام-ذوق الخراب ملك الياس عمار عقار 499,04/920720
كفرشيما,الصيدليات,بعبدا,كفرشيما-اديب الفتى-ملك فوتين الشارباتي عقار 522,05/430657
كفوري,الصيدليات,المتن,مزرعة يشوع-الطريق العام- سنتر اوكاروفور عقار 98,04/980355
كفوري,الصيدليات,زحلة,زحلة-حوش الامراء- ملك خليل عبد الاحد عقار 44,08/806193
كلنك,الصيدليات,المتن,المحيدثي-الدلب ملك يوسف بو ضوميط عقار 546,04/981766
كلوديت,الصيدليات,جبيل,جبيل الطريق العام المؤدي الى مستشفى سيدة المعونات- عنايا-اللقلوق ملك ريمون جرجس وهبة عقار 2436 القسم 7,09/544040
كلودين,الصيدليات,المتن,المحيدثي-الشارع العام ملك ميشال عقل عقار 270,01/697065
كلينيفارم Clini Pharm,الصيدليات,عاليه,منطقة عاليه العقارية -حي البيسين -عقار رقم 5573 -ملك نضال زيدان,05/556212
كلينيككير-Clinicare Pha,الصيدليات,بعبدا,بعبدا-طريق بعبدا الرئيسي ملك سابين ريمون الحلو عقار 4667 قسم 9,05/922227
كميل,الصيدليات,المتن,عين سعادة عقار 15 القسم 6 البلوك B بملكها,04/927417
كنانا فارما Kanana pharma,الصيدليات,بعبدا,منطقة الجناح -عقار 5290 بلوك B ملك عبدالله محمد عسيلي -دوار المستشفى الحكومي -مبنى الزهراء,01/858606
كنج,الصيدليات,بعبدا,حارة حريك-بئر العبد ملك عدلوني عقار 1711,01/270958
